norad_id,satellite_name,collision_probability,risk_class,risk_label,altitude_km,velocity_mag_km_s,lstm_pred_alt_km,lstm_risk_score,dist_evolution
6852,COSMOS 595,0.4323,1,Medium,1488.2393831484205,7.105492003903037,283.13,0.0011448907708950591,5.08306056906531
1814,FR 1,0.4268,1,Medium,663.3849551730573,7.52627836853089,663.3849551730573,0.00106992699667312,3.1193987965580163
6217,OPS 8180 (STP RADSAT),0.4266,1,Medium,664.7017905565963,7.528967054385216,664.7017905565963,0.0010701088929736457,2.238501670356527
16141,COSMOS 1693,0.4249,1,Medium,1411.1633385893974,7.154553158646947,352.89,0.0011311933740649918,11.857585242427376
2980,OPS 1264 (DMSP 4A F4),0.4214,1,Medium,684.6635417258703,7.52169234560614,684.6635417258703,0.0010660503156257753,7.34476185254789
4594,COSMOS 374,0.4197,1,Medium,531.0625271069621,7.962341251332676,1326.88,0.0007768915891735808,1454.6542637211496
6153,OAO 3 (COPERNICUS),0.4187,1,Medium,690.2462707815912,7.51921778986252,690.2462707815912,0.0010648570381939443,0.23663176592253876
9011,COSMOS 839,0.4175,1,Medium,988.5777482799531,7.6122795978309945,988.5777482799531,0.0010343364603506093,371.0558515962757
1738,EXPLORER 30,0.4161,1,Medium,725.8939280605537,7.508265876968063,725.8939280605537,0.0010579650693778833,53.536969422863876
1641,OV2-1,0.4147,1,Medium,705.6376836901027,7.514436249990347,705.6376836901027,0.0010618653357524948,2.932777663779234
1982,ESSA 1 (OT-3),0.4146,1,Medium,715.7585325776736,7.508877814799493,715.7585325776736,0.001059564507564544,24.15655435921053
14180,GB 3,0.4136,1,Medium,1001.0693560317914,7.334201072839085,1001.0693560317914,0.0009948632763252935,574.4166309403654
309,TIROS 5,0.4135,1,Medium,703.6776956977437,7.4995182005440855,703.6776956977437,0.001060050863533288,2.0235818946739528
7218,OPS 8579 (DMSP 5B F5),0.4122,1,Medium,746.5323294000636,7.504477418563801,746.5323294000636,0.001054365062391835,63.220599766452324
3047,COSMOS 192,0.4116,1,Medium,709.2375224292946,7.497119246812405,709.2375224292946,0.0010588796241739746,0.5532580723329374
4578,COSMOS 371,0.4102,1,Medium,717.1251978935006,7.500144906837067,717.1251978935006,0.0010581281647036953,1.6474168340309916
7213,MIRANDA (X-4),0.4092,1,Medium,747.1149169259133,7.477584567677252,747.1149169259133,0.0010505006810014501,64.45871034697302
4369,COSMOS 332,0.4089,1,Medium,720.5815724984977,7.495555649338679,720.5815724984977,0.0010569653007175173,2.0650957434554584
5560,ASTEX 1,0.408,1,Medium,725.6239217523007,7.50003213724508,725.6239217523007,0.0010568450885858934,0.46630286018898914
16631,USA 18,0.4079,1,Medium,1029.0989492862145,7.290206403118227,1029.0989492862145,0.0009851498544923394,601.1583240978007
4070,COSMOS 292,0.4071,1,Medium,723.7086092987302,7.485444761309912,723.7086092987302,0.0010550743058705837,2.3213761291390256
5398,RIGIDSPHERE 2 (LCS 4),0.4068,1,Medium,736.1197529939509,7.508492646720046,736.1197529939509,0.0010564747616018447,2.5436348063312835
3597,OAO 2,0.4056,1,Medium,735.9312767839101,7.49514723992124,735.9312767839101,0.0010546249777883049,4.271114055040016
1430,TIROS 10,0.4047,1,Medium,751.9962768842925,7.485569859855227,751.9962768842925,0.0010509018352498044,32.77878910460913
6965,COSMOS 614,0.4046,1,Medium,743.2482226243192,7.491469665979433,743.2482226243192,0.0010530233738760332,12.26422583827025
18665,COSMOS 1900,0.4038,1,Medium,733.9546794399657,7.47495744913354,733.9546794399657,0.0010520767248191284,4.171657881234751
18025,USA 25,0.4031,1,Medium,1143.6756966467183,7.179731620070627,1143.6756966467183,0.0009554280064639977,781.5306476139513
14452,METEOR 2-10,0.403,1,Medium,762.3391803227978,7.500963928259154,762.3391803227978,0.0010515361373745471,25.204297739854155
10967,SEASAT 1,0.4027,1,Medium,743.8986906543751,7.485718520487462,743.8986906543751,0.0010521187786299993,4.080909381827951
6173,TRIAD 1,0.4015,1,Medium,743.9805531270431,7.468049325515465,743.9805531270431,0.0010496232940838113,10.03978947287942
45,TRANSIT 2A,0.4001,1,Medium,848.0496609631882,7.389865099648707,848.0496609631882,0.001023661762518299,225.77674667711017
2125,OPS 0340,0.3999,1,Medium,742.6785359186433,7.461276646714287,742.6785359186433,0.001048863342508456,1.1071311602427159
4588,COSMOS 372,0.3998,1,Medium,763.5333045866955,7.479323806737745,763.5333045866955,0.0010483269875451262,20.827787609284314
4512,OPS 0203 (DMSP 5A F2),0.3994,1,Medium,773.518474818421,7.473657810545717,773.518474818421,0.0010460687920238964,39.22941519678352
3266,OPS 7869 (DMSP 4B F1),0.3993,1,Medium,803.9972560561846,7.472745934792176,803.9972560561846,0.0010414980895615913,87.46385939441461
10961,COSMOS 1023,0.3993,1,Medium,760.9682117113252,7.482654533786122,760.9682117113252,0.001049171043906076,10.452446457487895
162,TIROS 3,0.3991,1,Medium,762.019429828988,7.470908695462688,762.019429828988,0.0010473697385739212,19.92620029660793
5557,OPS 4311 (DMSP 5B F1),0.3989,1,Medium,787.8910534274446,7.471127405243,787.8910534274446,0.0010436151841794082,60.22742272530559
4138,COSMOS 304,0.3981,1,Medium,757.3746167986528,7.47344671742055,757.3746167986528,0.0010484082443996004,2.8394326468760482
6323,COSMOS 540,0.3981,1,Medium,763.1474487628702,7.480951760179382,763.1474487628702,0.0010486118788414797,6.373780588983209
7411,OPS 6983 (DMSP 5C F1),0.3978,1,Medium,783.9795368017958,7.47108901102791,783.9795368017958,0.0010441803463727881,46.137506932474025
14154,HILAT,0.3975,1,Medium,779.5549490827434,7.464288728605693,779.5549490827434,0.0010438754448790293,42.502912484847
15595,GEOSAT,0.3971,1,Medium,761.2071460294319,7.47456321590981,761.2071460294319,0.001048001419878974,1.468715581617289
3510,OPS 4078 (DMSP 4B F2),0.397,1,Medium,779.3656880912458,7.4747161750743425,779.3656880912458,0.0010453613844566432,29.58927127527477
17303,COSMOS 1814,0.3962,1,Medium,777.4745769441979,7.470701985009642,777.4745769441979,0.001045076387220389,23.97117419384449
11510,COSMOS 1125,0.3956,1,Medium,773.6331647193856,7.472907765824158,773.6331647193856,0.0010459470197470475,11.921729884656088
4953,OPS 5268 (DMSP 5A F3),0.3954,1,Medium,770.9668713261526,7.458991085083357,770.9668713261526,0.0010443889224731643,17.22956941580378
5435,EOLE 1 (CAS-A),0.3954,1,Medium,757.5520246795431,7.450240787754715,757.5520246795431,0.00104512680302556,1.855834109484931
12848,AUREOLE 3,0.3952,1,Medium,777.893820871961,7.423518924837398,777.893820871961,0.001038415048656009,55.273607517275195
2418,OPS 6026 (DMSP 4A F1),0.395,1,Medium,785.0410032561567,7.444946593162438,785.0410032561567,0.0010403722658624821,48.13181520171656
10520,COSMOS 968,0.3949,1,Medium,776.8102098880208,7.467655212292143,776.8102098880208,0.0010447472712638145,16.01749770029619
18095,COSMOS 1850,0.3946,1,Medium,778.785934247624,7.472340662209199,778.785934247624,0.0010451139000423118,12.923818774835127
15482,COSMOS 1624,0.3944,1,Medium,778.3222638593124,7.473812166086996,778.3222638593124,0.0010453875053119397,9.517926023358086
20440,OSCAR 17 (DOVE),0.3938,1,Medium,775.8816709504426,7.474273781132519,775.8816709504426,0.0010458090850325409,1.2914169229752588
10676,COSMOS 990,0.3936,1,Medium,776.018755241571,7.466551574795757,776.018755241571,0.0010447085463879387,5.679049599565587
11425,COSMOS 1110,0.3936,1,Medium,779.9183888437356,7.470818542757079,779.9183888437356,0.0010447355341675307,9.187683155953891
11111,COSMOS 1048,0.3935,1,Medium,775.3785609009701,7.471379186861954,775.3785609009701,0.0010454776672116303,0.6108263016876663
11573,COSMOS 1140,0.3934,1,Medium,779.4506459377571,7.465679544321736,779.4506459377571,0.0010440851792415439,10.395251748753253
20441,OSCAR 18 (WEBERSAT),0.3931,1,Medium,781.967011605816,7.47004805397328,781.967011605816,0.0010443286040398333,8.985938249114952
2142,OAO 1,0.3931,1,Medium,777.0011488504197,7.470936181730975,777.0011488504197,0.0010451783689112153,0.6301742137320616
5705,COSMOS 468,0.3928,1,Medium,782.050592604256,7.464941658878588,782.050592604256,0.0010436025248579683,10.851836165087661
18585,COSMOS 1898,0.3927,1,Medium,780.65106186713,7.467713113049268,780.65106186713,0.0010441942774399877,5.701355822921869
7433,COSMOS 676,0.3927,1,Medium,784.5316916404381,7.467933386869824,784.5316916404381,0.0010436587676069347,12.05448576335857
734,OPS 3367 A,0.3925,1,Medium,789.643636601063,7.46047450645346,789.643636601063,0.0010418720557911632,24.829100500449385
11416,NOAA 6,0.3925,1,Medium,787.4996211117723,7.460272981567028,787.4996211117723,0.0010421559511668156,21.02337411453118
13991,COSMOS 1452,0.3922,1,Medium,780.405927306494,7.464910680662495,780.405927306494,0.0010438381986063654,4.424988769668744
14759,COSMOS 1538,0.3921,1,Medium,782.4202223837019,7.459874302232244,782.4202223837019,0.00104284021773104,10.660633774627968
16681,COSMOS 1741,0.392,1,Medium,792.1738031527975,7.459333180372693,792.1738031527975,0.0010413447146974911,26.155603781902755
8343,COSMOS 773,0.3915,1,Medium,784.6697613412007,7.463164664367656,784.6697613412007,0.0010429722043193929,7.2845855207779096
14401,COSMOS 1503,0.3915,1,Medium,785.4420633535074,7.465632138841961,785.4420633535074,0.0010432044405238386,6.616056987771117
20432,COSMOS 2056,0.3912,1,Medium,787.32412192431,7.455061614017754,787.32412192431,0.001041453486464046,15.951857586001097
20442,OSCAR 19 (LUSAT),0.3912,1,Medium,787.9657774176503,7.461050802645697,787.9657774176503,0.001042196741068514,11.63739762656678
19256,COSMOS 1954,0.3911,1,Medium,785.478431800324,7.456126982214425,785.478431800324,0.0010418709499748634,11.484981431976848
6275,OPS 7323 (DMSP 5B F3),0.3909,1,Medium,791.2024511581776,7.46143309616122,791.2024511581776,0.0010417791380575474,14.768681811444367
6392,METEOR 1-14,0.3909,1,Medium,833.8003800475535,7.458589845274373,833.8003800475535,0.0010352250516099857,82.21780765376025
13148,COSMOS 1354,0.3907,1,Medium,790.1345748311041,7.461110117585117,790.1345748311041,0.0010418893877247222,11.49427379323879
19769,COSMOS 1992,0.3906,1,Medium,789.0082581968163,7.452641405662425,789.0082581968163,0.001040870504182813,15.899585147216385
10820,OPS 6182 (DMSP 5D-1 F3),0.3906,1,Medium,784.5447934514568,7.453562601193473,784.5447934514568,0.0010416485140327474,7.725973972845168
8923,COSMOS 836,0.3906,1,Medium,787.5832487598509,7.45514709809384,787.5832487598509,0.0010414277293464968,11.631182384129716
15031,COSMOS 1570,0.3905,1,Medium,794.7991861338414,7.4586219764840616,794.7991861338414,0.0010408639403287837,19.502686681413252
13027,COSMOS 1331,0.3905,1,Medium,788.417746909051,7.455722895826266,788.417746909051,0.001041386766269525,11.628458277913523
6059,COSMOS 494,0.3904,1,Medium,784.5483356111945,7.4618765572851045,784.5483356111945,0.0010428098878389792,0.08890444950975507
2920,OPS 7202 (DMSP 4A F3),0.3903,1,Medium,821.3504326176153,7.460560367895699,821.3504326176153,0.00103729099934588,57.20726741344515
3669,ISIS 1,0.3901,1,Medium,1485.8031967928555,7.3405638439059295,1485.8031967928555,0.0009342939691937741,901.3748053851732
14240,COSMOS 1486,0.39,1,Medium,795.2869649940067,7.450501003637071,795.2869649940067,0.0010396598740786405,23.123825809716436
11691,COSMOS 1156,0.39,1,Medium,1407.4268294563917,7.177342073839173,299.25,0.0010876448758242716,3.934267231438753
13718,METEOR 2-9,0.39,1,Medium,814.9884048327394,7.458115401123664,814.9884048327394,0.0010378691115209583,47.5286678791108
19038,COSMOS 1937,0.3898,1,Medium,794.039478992283,7.453313645533777,794.039478992283,0.001040233437287639,17.270315662221037
6787,OPS 8364 (DMSP 4),0.3894,1,Medium,794.5326281882335,7.4494698744427446,794.5326281882335,0.0010396254208846305,18.666088469492024
16860,COSMOS 1763,0.3893,1,Medium,788.1762658785947,7.452245096731789,788.1762658785947,0.0010409361105201435,5.433259529265342
16011,COSMOS 1680,0.3891,1,Medium,790.1863990393149,7.45960532698547,790.1863990393149,0.0010416717162935723,1.3248335326488814
5174,COSMOS 407,0.3889,1,Medium,794.0632584856266,7.4569841153834435,794.0632584856266,0.0010407422581443497,7.882479276438062
20439,OSCAR 16 (PACSAT),0.3888,1,Medium,796.9396486405903,7.4465991281307735,796.9396486405903,0.001038875812736932,19.93424510330624
10120,COSMOS 923,0.3887,1,Medium,799.6681572525204,7.447932131140093,799.6681572525204,0.0010386664070637746,22.21821349298807
19460,USA 32,0.3887,1,Medium,790.7642876572709,7.458279029016144,790.7642876572709,0.001041402471437086,0.40748918189092365
9022,COSMOS 841,0.3886,1,Medium,787.3068203089606,7.450645859592576,787.3068203089606,0.001040839132300702,0.18413766459616454
13736,OPS 9845 (DMSP 5D-2 F6),0.3884,1,Medium,798.8193448771426,7.456963011214217,798.8193448771426,0.0010400489402208216,11.701094945652585
11869,COSMOS 1190,0.3883,1,Medium,796.6888956363573,7.449977518096682,796.6888956363573,0.0010393834925832481,13.296700672843144
20438,OSCAR 15 (UOSAT 4),0.3882,1,Medium,802.7796945233167,7.45229101677417,802.7796945233167,0.0010388235120272061,20.254442796562216
12791,COSMOS 1302,0.3882,1,Medium,800.610671900361,7.445991458121947,800.610671900361,0.0010382592974959807,21.895986226682908
8884,SSU 3,0.3881,1,Medium,911.0785455405285,7.410210244423703,911.0785455405285,0.0010175954843224867,210.04403782099325
16952,COSMOS 1777,0.388,1,Medium,803.3737484803569,7.438666415073403,803.3737484803569,0.0010368384302043125,30.659454647158782
226,TIROS 4,0.3879,1,Medium,796.3823170053856,7.431597351500147,796.3823170053856,0.0010368635329899847,24.677500436452647
13648,COSMOS 1420,0.3876,1,Medium,801.098534387721,7.439808408518125,801.098534387721,0.0010373265750389274,23.29614371896605
12442,COSMOS 1269,0.3875,1,Medium,798.2789795742519,7.448844505560376,798.2789795742519,0.0010389949291668833,10.828735979785051
9443,COSMOS 858,0.3874,1,Medium,797.3916151024187,7.447881793602594,797.3916151024187,0.0010389892452180407,9.54042381173349
8458,COSMOS 783,0.3874,1,Medium,794.0705186040732,7.451408980425112,794.0705186040732,0.001039963104491095,1.5333172763903349
4132,SOICAL (CONE),0.3874,1,Medium,800.8879253556706,7.453653783299169,800.8879253556706,0.0010392875433743653,9.9859363005271
14506,OPS 1294 (DMSP 5D-2 F7),0.3873,1,Medium,805.9584596709446,7.448772091472124,805.9584596709446,0.0010378730953130863,21.314209819329335
10033,OPS 5644,0.3869,1,Medium,805.6568187019802,7.448633589499553,805.6568187019802,0.0010378974190445914,18.021538712620895
