satellite_name,norad_id,horizon_h,future_x_km,future_y_km,future_z_km,vel_x_km_s,vel_y_km_s,vel_z_km_s,altitude_km,velocity_mag_km_s,sgp4_risk_score
GGSE 2,1244,24,-5126.5821,3054.8956,-4168.9151,1.728211,-4.610771,-5.527372,908.7035836596924,7.402551161683787,0.0010168753544168808
OPS 4988 (GREB 6),1271,1,2232.294,1129.8824,6825.7147,-2.46792,6.974056,-0.360665,898.8109952090126,7.406629831425424,0.0010188201366316922
OPS 4988 (GREB 6),1271,6,3170.1674,-2794.8493,5926.8859,-0.794814,6.491133,3.460892,908.3626386760034,7.398939812834605,0.001016426874177593
OPS 4988 (GREB 6),1271,12,-3178.495,3134.0481,-5760.5921,0.562349,-6.329729,-3.774052,916.6271378769798,7.390884528251406,0.0010141688629811687
OPS 4988 (GREB 6),1271,24,-3149.3653,3898.2341,-5288.7048,0.073456,-5.919585,-4.42908,914.9542513517026,7.393485781589155,0.001014758743539668
PORCUPINE 1,1272,1,3445.1492,3340.1888,5503.2711,-6.085885,-0.570398,4.13732,930.5003273300808,7.381108784866201,0.0010109030273186648
PORCUPINE 1,1272,6,6261.9285,3028.1198,2240.6071,-3.056195,1.454563,6.557226,936.6383489356322,7.3792475371185375,0.0010097992244229403
PORCUPINE 1,1272,12,-6508.091,-2814.3164,-1641.8404,2.464076,-1.756003,-6.763608,907.1361049833449,7.409562082029477,0.0010180576421147365
PORCUPINE 1,1272,24,-6885.6386,-2323.4232,-398.1749,1.16926,-2.272299,-6.955582,906.9707025446469,7.410170892207884,0.0010181644300405078
SOLRAD 7B,1291,1,-3201.9706,1929.0288,6251.6963,-6.59511,-1.761133,-2.847903,913.0561819584755,7.396459751340367,0.001015431452829853
SOLRAD 7B,1291,6,1007.8041,2563.4664,6751.8125,-7.284443,-0.309771,1.188394,921.050543095681,7.387242258916787,0.0010130541766350258
SOLRAD 7B,1291,12,-1580.4345,-2562.0038,-6634.2466,7.186956,0.032751,-1.738874,914.2497987108345,7.394395983568435,0.001014981804038746
SOLRAD 7B,1291,24,-2799.8882,-2479.1348,-6249.9352,6.805032,-0.5324,-2.850676,912.3490437620321,7.397179458280028,0.0010156288561531304
GGSE 3,1292,1,2057.8807,-2586.7753,-6488.3274,1.63349,6.857745,-2.20546,910.8041636474509,7.386542484594874,0.0010143835673953308
GGSE 3,1292,6,975.9509,-5545.7176,-4621.6493,2.477989,4.708917,-5.124107,913.7172979018933,7.387205245859831,0.0010140688984577968
GGSE 3,1292,12,-965.2696,5442.4852,4692.2497,-2.515902,-4.812309,5.059361,879.4894869279897,7.421941424816421,0.0010236469466230582
GGSE 3,1292,24,-958.8931,5279.5357,4876.0636,-2.570426,-4.971651,4.8741,879.4461528961838,7.421674628901283,0.0010236162675226134
OSCAR 3,1293,1,4643.037,-2458.913,4983.4975,5.60957,0.972675,-4.756228,870.4979843568453,7.418563002934531,0.001024451435180978
OSCAR 3,1293,6,1997.5357,-2649.3894,6439.9163,7.052676,-0.188073,-2.273952,873.4416635523085,7.412588475870558,0.0010232104584628264
OSCAR 3,1293,12,-2860.3287,2677.4649,-6091.5808,-6.733363,-0.098332,3.104131,871.7657152295305,7.415084337831499,0.001023791826130677
OSCAR 3,1293,24,-4366.9801,2651.2299,-5138.5329,-5.801455,-0.670626,4.5669,874.9682265955616,7.413716676465388,0.0010231505914218783
OPS 4682 (SNAPSHOT),1314,1,7610.7987,651.2977,718.008,-0.69993,-0.091063,7.175972,1301.2865583873354,7.210601127482576,0.0009398242717615852
OPS 4682 (SNAPSHOT),1314,6,-2081.5297,-147.1955,-7415.6127,6.877724,0.600312,-1.949312,1332.6188978689506,7.173791130975587,0.0009312235231366483
OPS 4682 (SNAPSHOT),1314,12,6978.5195,614.9222,-3165.5727,2.930975,0.224277,6.567061,1316.5688122395622,7.194943001933719,0.0009359191673807821
OPS 4682 (SNAPSHOT),1314,24,-5877.8328,-528.6043,4874.7609,-4.605983,-0.37387,-5.552742,1283.5172782418576,7.224112533159558,0.0009437711446147316
SECOR 4 (EGRS 4),1315,1,-3380.0786,-885.5037,6830.8525,-6.231843,-1.559615,-3.25653,1301.6523459393038,7.202308919074077,0.0009386987177759784
SECOR 4 (EGRS 4),1315,6,7379.7226,1861.8733,743.1935,-0.679809,-0.204942,7.197703,1276.1703535782372,7.232639212352154,0.0009457928721266009
SECOR 4 (EGRS 4),1315,12,167.414,7.0603,7658.3047,-6.990011,-1.768362,0.176764,1289.1376079855236,7.212392353086527,0.0009415486669022456
SECOR 4 (EGRS 4),1315,24,-2111.0918,-500.3324,-7370.9123,6.691149,1.702671,-2.009992,1312.579194152182,7.191010451564231,0.0009358933213100952
EXPLORER 27,1328,1,3797.9592,5264.8897,3994.067,-4.049248,5.213565,-2.795281,1251.0816604468182,7.1687701346667545,0.0009405265456374696
EXPLORER 27,1328,6,5033.1749,-3781.903,3896.8001,2.584193,6.227899,3.000746,1033.0996005428651,7.380328988057781,0.0009967895336681666
EXPLORER 27,1328,12,-600.3411,7641.8215,287.3664,-5.36046,-0.260256,-4.685972,1299.7512488712882,7.124647232103495,0.0009288069709145959
EXPLORER 27,1328,24,5513.4486,-1803.1491,4671.968,1.208717,7.062701,1.572724,1077.271419241968,7.335952765773917,0.0009849201717894054
OPS 8480 (TRANSIT 5B-6),1420,1,-949.4519,3061.9754,-6666.8573,1.928471,-6.346441,-3.186963,1026.576530133504,7.358875384710017,0.0009947684021563224
OPS 8480 (TRANSIT 5B-6),1420,6,-2162.9151,7095.0038,391.7603,-0.11628,0.325624,-7.328051,1056.7019854379287,7.336203615384255,0.0009876814699575915
OPS 8480 (TRANSIT 5B-6),1420,12,1501.7877,-4965.6771,-5318.828,1.550522,-5.04644,5.084544,1058.8887374522446,7.329615462902539,0.0009865040678140639
OPS 8480 (TRANSIT 5B-6),1420,24,-1526.3891,4967.8507,-5267.9325,1.519598,-5.024829,-5.157381,1029.0349382043833,7.3591210983381705,0.0009944711288246782
TIROS 10,1430,1,-4378.6967,-3710.5586,4273.6269,2.437752,3.863945,5.885251,784.7750659889016,7.4504285185169055,0.0010411770143430694
TIROS 10,1430,6,-4342.0521,-3689.3019,4329.856,2.46909,3.911247,5.840014,785.2572570579114,7.449833692325285,0.0010410237397457773
TIROS 10,1430,12,2068.8594,745.3435,-6751.2175,-4.686267,-5.494108,-2.037862,729.3277306239079,7.503279459142982,0.0010567511449902703
TIROS 10,1430,24,-3655.3692,-4835.4014,-3740.8883,-3.388297,-2.32812,6.255642,751.9962768842925,7.485569859855227,0.0010509018352498044
SECOR 5 (EGRS 5),1506,1,-6265.1303,3432.134,3054.8488,-3.315518,-1.399786,-6.387562,1398.3952570837537,7.331644342026146,0.0009436570156913451
SECOR 5 (EGRS 5),1506,6,6722.5966,-3803.1681,-3467.1688,3.858693,0.814195,5.454596,2095.324593994883,6.7309020710072724,0.0007950205542298088
SECOR 5 (EGRS 5),1506,12,4851.8449,-3955.3026,-5404.0309,5.423064,-0.268145,4.247199,1898.725966401642,6.893491440099277,0.0008335816045303376
SECOR 5 (EGRS 5),1506,24,-211.3666,-2881.2685,-7297.4441,6.810503,-2.490572,0.24778,1477.5077818214977,7.255845569511041,0.0009244872746787402
DODECAPOLE 2,1510,1,-3050.6231,-1385.4142,-6446.1656,5.968204,2.730988,-3.390674,893.8967471285241,7.38745048146084,0.001016869301601672
DODECAPOLE 2,1510,6,-5053.3507,-2302.8035,-4691.2246,4.337129,1.988846,-5.638148,898.5835853539711,7.386129517159918,0.0010160319955658467
DODECAPOLE 2,1510,12,4272.1944,1945.0727,5464.5492,-5.135496,-2.352818,4.860393,832.9052436090033,7.4520126020820046,0.0010344406748954828
DODECAPOLE 2,1510,24,2522.0547,1144.0454,6654.7055,-6.244381,-2.857447,2.876473,836.961229001131,7.445226279348331,0.0010329170819333166
TEMPSAT 1,1512,1,-4625.7983,-2956.1946,-5155.4703,-4.157877,-2.657161,5.331437,1160.0006267118406,7.264479761966372,0.0009646101656398566
TEMPSAT 1,1512,6,3437.3634,2196.7052,-6379.247,-5.125497,-3.275536,-3.894827,1201.0389041773678,7.2228479801414895,0.0009538841613923516
TEMPSAT 1,1512,12,-6296.4643,-4023.862,-526.3353,-0.387613,-0.247711,7.292842,1119.9249712064648,7.307335288205544,0.0009754917204875765
TEMPSAT 1,1512,24,3569.3535,2281.0557,-6276.3248,-5.043083,-3.222868,-4.043858,1201.0375401578522,7.223043113153694,0.0009539101034360584
OPS 8464 (TRANSIT 5B-7),1514,1,4777.0974,5288.3016,2512.074,1.614824,1.788768,-6.827067,1185.2761439167452,7.239902715595632,0.0009581310393776685
OPS 8464 (TRANSIT 5B-7),1514,6,-680.1813,-754.1241,7444.5815,4.826754,5.343475,1.028572,1142.5306926379662,7.2738050297849615,0.0009680941394053402
OPS 8464 (TRANSIT 5B-7),1514,12,4684.0589,5186.048,-2841.3458,-1.851942,-2.049253,-6.705077,1172.7886762654507,7.251702186749123,0.0009612811940987555
OPS 8464 (TRANSIT 5B-7),1514,24,-389.0426,-431.81,7495.5437,4.855752,5.375561,0.606719,1147.0442522855938,7.269325381023056,0.0009669170780436783
NAVSPASUR ROD 1,1515,1,6111.7463,4138.9279,699.1925,0.607879,0.408425,-7.314399,1043.380429207713,7.3509700441824,0.0009914476488452739
NAVSPASUR ROD 1,1515,6,1720.8803,1168.4421,7098.6694,5.845045,3.957174,-2.084737,1026.1476393591647,7.360020752516259,0.0009949809185035919
NAVSPASUR ROD 1,1515,12,2859.9549,1933.8061,-6626.0421,-5.334108,-3.61366,-3.406425,1100.5046659560903,7.288002334788937,0.0009754397086836762
NAVSPASUR ROD 1,1515,24,5432.0688,3680.1536,3427.1794,2.843141,1.922549,-6.511834,1031.4631446100939,7.360952889866773,0.0009943923726559117
CALSPHERE 4(A),1520,1,-3586.4282,5489.9465,3679.6308,1.91639,-2.960902,6.360333,1148.4190354658467,7.272779878189151,0.000967199705706863
CALSPHERE 4(A),1520,6,-2647.442,4080.4961,-5664.8203,-3.0495,4.663101,4.749552,1095.5645779549313,7.321352701987864,0.0009805517149887371
CALSPHERE 4(A),1520,12,-1249.4986,1893.5657,7191.9184,3.767213,-5.78764,2.194225,1170.2550735190625,7.245915670748176,0.0009608368368538596
CALSPHERE 4(A),1520,24,-2952.1317,4547.5563,-5139.697,-2.768835,4.231942,5.289589,1099.731900397951,7.318164533372422,0.0009795779892707163
COSMOS 80,1570,1,-1033.0554,-7272.8987,-2746.8209,3.91384,-2.642787,5.335678,1471.657968865381,7.125442189271695,0.0009085493996498424
COSMOS 80,1570,6,-1766.0808,7432.0102,-1467.1186,-3.70491,-2.072476,-5.796345,1407.5766044629681,7.184645449686505,0.0009236452650687152
COSMOS 80,1570,12,-4139.7618,3298.3946,-5672.4019,-1.310744,-6.491144,-2.824345,1387.4262587957883,7.1993003091478975,0.0009279330716053394
COSMOS 80,1570,24,-1107.8989,-7390.4956,-2387.8498,3.858475,-2.418153,5.477745,1474.2974356362429,7.123270564990424,0.0009079669220231083
COSMOS 81,1571,1,4262.4029,3963.6189,5182.7916,-5.951757,1.790386,3.585321,1422.5667082149348,7.175194777083476,0.000920656105954716
COSMOS 81,1571,6,226.2139,-4388.8443,-6520.8291,7.081965,0.619645,-0.096812,1492.4813644849764,7.109680776982466,0.000904139076248465
COSMOS 81,1571,12,5576.7824,-2730.0593,-4741.0055,4.949671,3.175476,4.082196,1441.2249628064674,7.158716017361843,0.0009163479100312726
COSMOS 81,1571,24,5501.9814,3308.2549,4404.9154,-5.048598,2.639009,4.375549,1414.8608702234806,7.183184483158288,0.00092259348104073
COSMOS 82,1572,1,-5176.7714,-1458.0586,5684.8265,-1.312227,-6.407488,-2.894388,1454.7363451622987,7.1522950207759886,0.0009139453088267385
COSMOS 82,1572,6,5191.2676,5238.1776,-2888.7627,-1.546496,4.460562,5.262356,1549.3985885094708,7.069699703989979,0.000892593930089119
COSMOS 82,1572,12,2907.6373,7185.1551,1619.0589,-4.191657,0.391759,5.682562,1547.4695617951647,7.072126582830231,0.000893117859156983
COSMOS 82,1572,24,-4124.8151,1615.9707,6477.8174,-3.340957,-6.268864,-0.626147,1476.775428756181,7.131108580855714,0.0009086789811448447
COSMOS 83,1573,1,2174.9458,-5628.03,5115.2179,5.974308,-1.069755,-3.654381,1539.155818839351,7.084577075030661,0.000895630533365419
COSMOS 83,1573,6,-5118.9182,5447.598,-2341.3656,-4.226552,-1.616038,5.5443,1462.3671164294738,7.156436481667953,0.0009135836959126112
COSMOS 83,1573,12,-6848.2048,3308.7363,1859.56,-0.545117,-4.306715,5.69398,1458.6620795076933,7.160052714562512,0.0009144778716954175
COSMOS 83,1573,24,-2424.5666,-3677.2627,6529.3176,5.767305,-4.161169,-0.144412,1505.0886539142393,7.113226359067312,0.0009031419873025677
COSMOS 84,1574,1,4060.3546,-1978.7636,6433.4003,4.249674,5.645055,-0.990243,1489.7012589505157,7.13491108972985,0.000907668521508275
COSMOS 84,1574,6,-5904.7221,-1228.3547,-5176.5369,-2.002873,-5.722578,3.613855,1577.0269642410067,7.058282169284393,0.0008880546330605485
COSMOS 84,1574,12,-6220.4403,-4487.2329,-2095.5177,1.16687,-4.19488,5.555109,1580.1213709589283,7.058175388383388,0.0008876955914876384
COSMOS 84,1574,24,-1388.283,-6057.6344,4889.6234,5.612119,1.920468,3.892575,1536.634362183163,7.09480212125821,0.0008972091773979616
PORCUPINE 2,1577,1,805.6161,496.7632,-7399.0502,-6.169364,-3.840665,-0.91813,1088.3387669131562,7.324938395892556,0.0009819822674341121
PORCUPINE 2,1577,6,6358.6007,3957.6544,-498.578,-0.444985,-0.281585,-7.268601,1135.2248323617277,7.287651354150458,0.0009708810376597127
PORCUPINE 2,1577,12,-3787.7824,-2361.601,-5983.5954,-4.99625,-3.107296,4.358596,1094.1100932171066,7.322237471246887,0.0009808612840016874
PORCUPINE 2,1577,24,6278.9734,3907.9622,-1245.433,-1.062167,-0.665761,-7.18505,1128.9185910265314,7.293584848859305,0.0009724885357536947
OPS 8068,1580,1,815.577,6709.3306,-1945.8683,0.888233,-2.278565,-7.198703,662.2557456678796,7.602771942109206,0.0010809747600593251
OPS 8068,1580,6,656.9975,6954.2905,-913.8237,1.013506,-1.171343,-7.431422,673.7764924146595,7.591131126371682,0.0010775545731713846
OPS 8068,1580,12,-1040.2287,-5926.5316,4186.3454,-0.573901,4.245599,5.900694,959.1664621073514,7.291958784046849,0.0009947876111329784
OPS 8068,1580,24,-1099.7473,-570.5446,7178.046,0.377466,7.304391,0.522267,913.182153307429,7.332760140719591,0.0010066689693351647
COSMOS 86,1584,1,3560.0197,-6921.0265,-1727.5787,4.171375,0.652717,5.596687,1601.382093376109,7.0106571909260404,0.0008793679365607524
COSMOS 86,1584,6,-5440.6861,4806.0831,-2478.7459,-1.427574,-4.472372,-5.570765,1299.9635144227896,7.285156245207442,0.0009497055006858055
COSMOS 86,1584,12,-4753.4095,-329.1466,-6089.9148,2.777276,-6.370117,-1.974297,1361.4188731755112,7.224230147086539,0.0009342781690407478
COSMOS 86,1584,24,3278.8943,-7068.9089,-1677.4502,4.176246,0.510047,5.609603,1599.8506472365762,7.0120485175399345,0.0008797114420869183
COSMOS 87,1585,1,-4101.6118,2730.3205,6222.7325,-1.563882,-6.573336,1.999189,1566.2708884840094,7.046362872896982,0.0008877563802339637
COSMOS 87,1585,6,4253.7395,1693.9026,-6203.4462,-0.71072,7.05906,1.506595,1339.1459459884054,7.252949710016263,0.0009407019997838015
COSMOS 87,1585,12,2588.0499,6463.1611,-3312.9649,-3.23566,3.987021,5.127518,1339.135544727812,7.256533120600016,0.0009411680350499196
COSMOS 87,1585,24,-3313.7774,4662.1593,5447.0448,-2.704111,-5.620232,3.35544,1527.5534782347513,7.082245521566235,0.0008966509552770726
COSMOS 88,1586,1,-4635.4175,-3788.0581,4914.1694,5.812754,-1.994969,3.809336,1374.0332768928893,7.230425377277121,0.0009335563991505256
COSMOS 88,1586,6,415.5272,4514.4165,-6621.9219,-6.946408,-0.222705,-0.596001,1654.1148801192685,6.97548556098355,0.0008692069416057856
COSMOS 88,1586,12,-4527.7892,3442.5654,-5621.677,-5.708888,-2.564888,3.138998,1626.211005422002,7.001668450668883,0.0008755137817323871
COSMOS 88,1586,24,-7248.3839,-1890.0992,2212.5111,2.773863,-3.590268,5.555615,1439.6817573911603,7.1728096505356955,0.0009183333636334813
COSMOS 89,1587,1,-5408.9453,5356.028,-1618.6865,-1.97682,-3.830272,-5.776257,1411.2793049631891,7.207214846002095,0.0009261059085100756
COSMOS 89,1587,6,5915.1096,-2667.8612,4704.9113,-0.725968,5.619918,4.10177,1644.122912553823,6.995357388772071,0.0008727698208863988
COSMOS 89,1587,12,4417.494,1379.9321,6518.0648,-3.486858,5.997513,1.017904,1622.9748922326153,7.011737976461256,0.0008771278457822335
COSMOS 89,1587,24,-1998.208,6843.7161,3313.5376,-4.851201,0.948137,-5.143789,1490.858348716095,7.133840493709612,0.000907398757047642
COSMOS 90,1588,1,4761.004,3383.2142,-5225.9731,-0.585488,6.167722,3.593883,1466.3523751979692,7.162372922790114,0.0009138765975938647
COSMOS 90,1588,6,-4055.0869,-6319.3597,2809.2893,2.422657,-3.954474,-5.248734,1645.866168000448,7.004023140958416,0.0008736609785149185
COSMOS 90,1588,12,-2158.0615,-7709.1948,-645.1199,3.897372,-0.602298,-5.773626,1660.506308750887,6.99192595606275,0.0008705622192495271
COSMOS 90,1588,24,2775.1816,-4330.1357,-6076.3685,3.637069,5.61993,-2.212885,1589.7764848151146,7.050442832821638,0.0008856476307644229
OV1-2,1613,1,-5451.1685,2618.2073,-3254.2148,2.184083,7.111045,2.926874,496.3256399929496,7.993983422223866,0.00116406063164817
OV1-2,1613,6,127.6302,-8066.2309,-1602.8635,-5.533883,1.185485,-3.568836,1853.9341516938057,6.690726876641282,0.0008134687467696533
OV1-2,1613,12,-5815.0787,885.6001,-3785.1851,0.531682,7.568495,2.052928,623.7876354879936,7.859981913931673,0.001123691286073379
OV1-2,1613,24,6648.1161,-3565.954,3604.1648,-1.376179,-5.953403,-2.416109,1989.8300733093638,6.570727404201988,0.0007858941452689014
OV2-1,1641,1,-5042.1708,-4946.556,381.3115,4.615579,-4.385193,3.997518,702.7049060263234,7.517555275008891,0.0010627465203707376
OV2-1,1641,6,-4058.4183,-5662.9238,1215.8532,5.633226,-3.213462,3.804224,701.323809493706,7.518756109536736,0.0010631238489736217
OV2-1,1641,12,-1471.2585,5958.16,-3568.2867,-6.919083,-2.526566,-1.34781,728.0803723312738,7.488246597792102,0.0010548192448951003
OV2-1,1641,24,-6221.6476,-3342.5541,-444.1105,2.801316,-5.718512,3.989737,705.6376836901027,7.514436249990347,0.0010618653357524948
EXPLORER 29 (GEOS 1),1726,1,-2894.0045,-3457.8519,6818.8619,6.492794,-2.199606,1.052935,1803.8932359771807,6.935655167026184,0.0008484092656406582
EXPLORER 29 (GEOS 1),1726,6,989.58,3968.8285,-6907.1731,-6.774245,1.951436,-0.435751,1656.4471952281228,7.06317044365503,0.0008798775341497977
EXPLORER 29 (GEOS 1),1726,12,1361.7841,3854.4573,-6877.6545,-6.710407,2.167723,-0.699921,1629.8392330996348,7.086499454358195,0.0008857195161529059
EXPLORER 29 (GEOS 1),1726,24,2091.0962,3583.1453,-6779.1967,-6.532035,2.588005,-1.231838,1576.9004432527609,7.133209374432661,0.0008974960652015063
EXPLORER 30,1738,1,543.6316,6854.3184,-1526.9778,-3.787456,1.708737,6.329551,672.3569586376898,7.571513781847458,0.0010749865193985459
EXPLORER 30,1738,6,531.4437,6889.4996,-1364.1146,-3.783078,1.553946,6.372071,672.3263296969999,7.571638934473896,0.001075008963101618
EXPLORER 30,1738,12,1637.8857,-6540.2939,-2534.378,3.32262,3.14944,-5.81811,831.8595510065097,7.403322223846534,0.0010278309845444665
EXPLORER 30,1738,24,3541.3543,1124.1735,-6046.5649,-0.610247,7.399247,1.119285,725.8939280605537,7.508265876968063,0.0010579650693778833
A-1 (ASTERIX),1778,1,-6989.7824,3369.3761,-1472.9014,-2.872939,-5.043453,3.713256,1527.0498755530107,6.890462015167489,0.000872425741004203
A-1 (ASTERIX),1778,6,-614.9546,6616.575,-4350.1579,-6.804181,0.142752,0.753237,1571.361591215711,6.847234711358594,0.000862115711142095
A-1 (ASTERIX),1778,12,-5761.0068,-3374.2703,3047.0956,4.934886,-4.908665,2.589467,967.9162008192798,7.426535616241936,0.0010119390129312111
A-1 (ASTERIX),1778,24,-5612.4127,5127.9474,-2447.982,-4.663686,-3.744906,3.252175,1615.7162666900877,6.808151752572574,0.0008524344079890617
ALOUETTE 2,1804,1,-7708.057,4449.884,-1121.2082,0.254948,-1.42742,-6.046255,2599.6587359263776,6.21769457790659,0.0006931146040597323
ALOUETTE 2,1804,6,5009.2381,-2094.0295,4607.7314,-3.375904,3.381414,6.234942,749.9981423890149,7.855265126014271,0.0011031129300897301
ALOUETTE 2,1804,12,2811.6951,-260.2087,6974.2641,-5.360551,4.006065,3.297141,1153.207442612711,7.460241455992359,0.0009914986412710945
ALOUETTE 2,1804,24,-2805.7963,3297.5334,7229.8323,-5.448297,2.886039,-2.512757,2056.1403505182316,6.657860696258146,0.0007900498175337398
EXPLORER 31 (ISIS-X),1806,1,-5423.2408,-3297.5619,5472.4729,-2.225938,-3.183845,-5.507406,2009.5378646212594,6.739672826829578,0.0008042052832051924
EXPLORER 31 (ISIS-X),1806,6,6248.1719,5114.0369,-604.6286,0.375429,1.89602,6.713331,1725.8266160545381,6.986032628753032,0.0008628111925851292
EXPLORER 31 (ISIS-X),1806,12,6282.4013,5323.5931,326.6918,-0.255633,1.363452,6.719721,1870.1126142527955,6.861413841536888,0.000832583434143376
EXPLORER 31 (ISIS-X),1806,24,6101.7618,5525.7503,2157.3762,-1.41688,0.343705,6.472047,2138.975646863848,6.634235029876015,0.000779583315531685
FR 1,1814,1,-1065.9455,6867.9239,1105.3728,-1.66208,-1.421607,7.202489,666.5043539696153,7.52723881539373,0.0010695892232234104
FR 1,1814,6,-1555.6762,5800.5619,3664.8962,-1.104984,-4.19166,6.153329,664.4893896410986,7.526915767968777,0.0010698496367646073
FR 1,1814,12,1622.8638,945.8532,-6781.7707,-0.948351,7.414907,0.805497,666.0973431294215,7.518579709949148,0.001068420592091115
FR 1,1814,24,-1618.2729,4948.7242,4730.105,-0.874102,-5.317216,5.254334,663.3849551730573,7.52627836853089,0.00106992699667312
OPS 1509 (TRANSIT 10),1864,1,-3454.4354,-6270.3411,-1423.4361,-0.556703,-1.264919,7.285878,928.0733503579468,7.41579102575403,0.0010159907524960492
OPS 1509 (TRANSIT 10),1864,6,-1971.8011,-3392.5658,-6230.3674,-2.905916,-5.445462,3.981985,992.0822502722058,7.345312024191008,0.0009975865778111413
